source_path	frozen_path	mode	git_blob	bytes	sha256
relaykit/relayconvert/testdata/golden/request/gemini_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/request/gemini_to_openai.golden.json	100644	bc1e267539a44ea550d6bce7ca1c524f28ede3f7	1345	1397caf0a1a4c423f1d96622cec9eae210b14e3fff7a6e50ef33db9dfcd8cd01
relaykit/relayconvert/testdata/golden/request/gemini_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/request/gemini_to_openai_responses.golden.json	100644	ec9ba42bae76108778878052e718532b00d3b8e2	1092	5c53a4d58a35ac97d48e6fafb7d8f90348b26cb0a66e5e7195da0176a3dbb297
relaykit/relayconvert/testdata/golden/request/openai_responses_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/request/openai_responses_to_claude.golden.json	100644	644eefb94c978a258c6aa831877b73f5873dae2c	1248	9145d963f00e285b23971d42cbb5b3a5b86653931bd0ff33cbb023747b93fa2a
relaykit/relayconvert/testdata/golden/request/openai_responses_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/request/openai_responses_to_gemini.golden.json	100644	8ec074a6f41dc0b5f84feffbe71f6a5a23e76a43	1766	d285761aba981e52b8c09e955dcb149820221861b6dca64dc4b77a8507f60a36
relaykit/relayconvert/testdata/golden/request/openai_responses_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/request/openai_responses_to_openai.golden.json	100644	9f021f54d27e597fb0484e5ad26a5496df24e4d0	1211	37124720a6815e71dc3ff8646be2f3748a1f337383803eb6aa35be5fadb8e082
relaykit/relayconvert/testdata/golden/request/openai_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/request/openai_to_claude.golden.json	100644	2bca2dd7545fce3d4cd00ab4cd75a5c16c271c0c	1427	a8f2f0e3fc6d87ee005ba35b911dc83fbd0d52a5f41408f26dad73eec3861fe6
relaykit/relayconvert/testdata/golden/request/openai_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/request/openai_to_gemini.golden.json	100644	93b0ebb27cd6bf9c3293f5cd9786a1d8859016af	1958	b57d7fdcf6b9ba11dcd4006c7d84896185a3aa51f50c793de8c0fcad2e29e952
relaykit/relayconvert/testdata/golden/request/openai_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/request/openai_to_openai_responses.golden.json	100644	4b661a186e8792c51a9e5bbf23029c3ce1b1b193	1137	3ce8141b972c9c4f9b2e260cfb7746e51f7ce916aa1ddfd9945ee2fb42fd7366
relaykit/relayconvert/testdata/golden/response/claude_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/response/claude_to_gemini.golden.json	100644	93cd2c91dae864beee1d387a2108aad1f8b0833e	1624	6febca46f432843a9ba47fab72994c455601472afbac130ee234243d01a07c35
relaykit/relayconvert/testdata/golden/response/claude_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/response/claude_to_openai.golden.json	100644	376e8f7afae38edc9155c4fe8e7678e559bb03ac	1559	261faccc58edcc031ae7e91ebce4f0110fac21f69ed27960dd6c1c64997f7989
relaykit/relayconvert/testdata/golden/response/claude_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/response/claude_to_openai_responses.golden.json	100644	e27e09a7b746718c2f30089c566c8cc1cbb19d98	2144	52f1c231052f7359aa57fe101af17314cd1cd83c8812ad5f871ec6d67098937e
relaykit/relayconvert/testdata/golden/response/gemini_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/response/gemini_to_claude.golden.json	100644	2f3d24927bff53d0295bf61ba91d49e34ba496b5	1310	52b5e7680db2ee36a0d9de48801d29e5a796bcfc2b8256977d6fdc8c2085c706
relaykit/relayconvert/testdata/golden/response/gemini_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/response/gemini_to_openai.golden.json	100644	0454e21bf3292036336b42ae69772ef1db0e0abb	1534	870f62d343ccf34fc6255caeb4d696832eb329cf76958544b1a1ef943e3ac7cf
relaykit/relayconvert/testdata/golden/response/gemini_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/response/gemini_to_openai_responses.golden.json	100644	6992c09e8d370dfea43277dc013d47114e59b59f	2128	53ccebaa5b2f310dfbcf64dc1b92e9c8733e386780afd44d2a9bc72f9841667d
relaykit/relayconvert/testdata/golden/response/openai_responses_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/response/openai_responses_to_claude.golden.json	100644	a5d42e1042b6e21f1f1f51bf5ab66d1b803bdcc2	1300	983f17f1a495c64a6345e867177831b8ae0d243a69007fb5ab339cb3bfc5681c
relaykit/relayconvert/testdata/golden/response/openai_responses_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/response/openai_responses_to_gemini.golden.json	100644	9348f4f75f0d8a2b7c9bc944f40125937123601a	1481	4cde1b88eafa431a2c3cf4957603b48917014149e6cb6d38a3be1f2e62e30a58
relaykit/relayconvert/testdata/golden/response/openai_responses_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/response/openai_responses_to_openai.golden.json	100644	17b4b4f4292688a4b3acd3919b8ee0d429c3bb02	1795	6dcbe069459834d8a137da10ae6ee4be155af5b06ff93f5d91980e83df77aaa2
relaykit/relayconvert/testdata/golden/response/openai_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/response/openai_to_claude.golden.json	100644	b6d3c2fcc8fe4cecc178b6f1a398128f383670d7	1299	b56d18f2d2c588117a8cdce0cec5defa7487f7bdf4f53afe059d6a050f122750
relaykit/relayconvert/testdata/golden/response/openai_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/response/openai_to_gemini.golden.json	100644	3eff897a8fd9e9fa157f90df4ea8bd1a9d95e98a	1476	763e327764eb21bbe63833c04194a5e771f26a7344dd09322a9a2f3c960ee6a7
relaykit/relayconvert/testdata/golden/response/openai_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/response/openai_to_openai_responses.golden.json	100644	366544048623e823f6d2b1308b3c61d2ddf4ec3f	2697	b094e6bab24ee400119835771adcd004c59d60c0e8f324df7bb7608a9812dcb2
relaykit/relayconvert/testdata/golden/stream/claude_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/claude_to_gemini.golden.json	100644	18b47522cceeeb8ad0098248ca77e74468fdf904	3164	8ce3c9354575b70a696cd51156b6c19da483c9de2d428afb91a325ac54229e1d
relaykit/relayconvert/testdata/golden/stream/claude_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/claude_to_openai.golden.json	100644	6e44485a43aaea4887ebe222e7ebc27c1ea3866c	4591	1c5bc203f8412c85d83118a0d15631a7e5aefeac34bd60eb1af715341b8d221b
relaykit/relayconvert/testdata/golden/stream/claude_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/claude_to_openai_responses.golden.json	100644	2fe0ebbd94746cc8d1f2befdc287e0019547e9ad	5525	f7f4e3fc06463c5cc3a83009281f598d8b20ecb7157c3a6a151fde9a054205d9
relaykit/relayconvert/testdata/golden/stream/gemini_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/gemini_to_claude.golden.json	100644	2139770ccc63a828dbd730bc9883a4f7b68c4b2d	3325	53746dc84f569213fe8435e9e20057cc55577389b8906bbeeed1689d515372c1
relaykit/relayconvert/testdata/golden/stream/gemini_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/gemini_to_openai.golden.json	100644	c1718f6b5c4554f22f11283ee51b00621121c85f	4965	47c45ab0ce3b7fa5a2b4c5f84b3e5867d3e191861285ec80e5372a821784339c
relaykit/relayconvert/testdata/golden/stream/gemini_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/gemini_to_openai_responses.golden.json	100644	0a5429c92f801ab3271bfe8c905ea0933b903c6d	6081	a19bca243a37ddc47ef0c6f121d727dafeb5b0b2e1e5ad85b90a412baf549a5a
relaykit/relayconvert/testdata/golden/stream/openai_responses_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/openai_responses_to_claude.golden.json	100644	b43ea91e72dae205a3487c7382bb383e331b4116	3501	ac1acc6d0794c48ab7beefa927f4c7124d480a4e948d7f728fca736afcc4e1b6
relaykit/relayconvert/testdata/golden/stream/openai_responses_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/openai_responses_to_gemini.golden.json	100644	cbeb4d2d33467919f431fb64e461c82d74598bf3	3231	02d4916af8e5b27db5f4a8d39a379f7e0871ef8ba09eb5d1fbfcdee9e9ab94b4
relaykit/relayconvert/testdata/golden/stream/openai_responses_to_openai.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/openai_responses_to_openai.golden.json	100644	246b3ffa17aa71d729e8bf17b4ac8c1a54543f13	2799	4952a0ebdf03e3ac86c6641ad7e6bf7c2e99b896a9fb99f537d3fa0d56b469c6
relaykit/relayconvert/testdata/golden/stream/openai_to_claude.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/openai_to_claude.golden.json	100644	a1b058f781e951d9f437213161317bc52506c27c	3489	a54e9b1ad05855ec5599d914c100bff49392b88d00ef23fa430050ff9aad0b87
relaykit/relayconvert/testdata/golden/stream/openai_to_gemini.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/openai_to_gemini.golden.json	100644	3c9aee6990bafcde90b147aa9f9d380312bd83b8	4050	44360027b6c0395db4f41a5f6bc5d42f06620de66cead4a0c9fcea6f42bfbf2c
relaykit/relayconvert/testdata/golden/stream/openai_to_openai_responses.golden.json	rust/fixtures/legacy-relayconvert/golden/stream/openai_to_openai_responses.golden.json	100644	f0a41ed64b6d1929743d950c9a0b4ada21c0b66e	6465	39f33065aae0d2f03b887c1404a1a90d2de6021dd140d1cb7adde5d1b5c2e13a
